,time,data
1283,1162057.1980884,"[-0.019999120384454727, -0.013922549784183502, 0.032065220177173615, -0.025115950033068657, -0.01881607063114643, -0.013898720033466816, 0.02605018950998783, -0.02436554990708828, -0.011518370360136032, -0.022204609587788582, -0.00546522019430995, -0.019624240696430206, -0.010457320138812065, -0.019956670701503754, 0.04040629044175148, -0.012723520398139954, -0.00944445002824068, 0.022328410297632217, -0.02067927084863186, -0.028596309944987297, -0.013605809770524502, -0.011506910435855389, -0.018822789192199707, -0.02839330956339836, -0.030474530532956123, -0.026510780677199364, 0.05609612911939621, -0.015050189569592476, -0.017302190884947777, -0.02799176052212715, 0.0669223889708519, 0.019158830866217613, -0.005390774924308062, -0.008065399713814259, -0.008127500303089619, -0.005117599852383137, -0.006526425015181303, -0.0065801250748336315, -0.006475524976849556, -0.010482224635779858, -0.004573499783873558, -0.007625674828886986, -0.008148349821567535, -0.005098999943584204, -0.006756424903869629, -0.006531300023198128, -0.006610049866139889, -0.010303500108420849, -0.0034320999402552843, -0.007981600239872932, -0.007980274967849255, -0.005455450154840946, -0.006472600158303976, -0.00655964994803071, -0.006406425032764673, -0.01032482460141182, 0.0, 2185528.0]"
1284,1162057.200041525,"[-0.01131984032690525, -0.009634310379624367, 0.039653949439525604, -0.021385159343481064, -0.014374669641256332, -0.0064001199789345264, 0.03385312855243683, -0.020914360880851746, -0.011205120012164116, -0.02146000973880291, 0.0005601600278168917, -0.017430510371923447, -0.008831740356981754, -0.017539560794830322, 0.04496730864048004, -0.005110209807753563, -0.007909850217401981, 0.027689989656209946, -0.01815981976687908, -0.0283148605376482, -0.01260513998568058, -0.009505930356681347, -0.015988150611519814, -0.027714170515537262, -0.025675630196928978, -0.022166969254612923, 0.06148073077201843, -0.014331299811601639, -0.009906689636409283, -0.024346809834241867, 0.0716913491487503, 0.024814559146761894, -0.005383399780839682, -0.008062275126576424, -0.008125174790620804, -0.0051321000792086124, -0.006520625203847885, -0.006576574873179197, -0.006472649984061718, -0.01048197504132986, -0.004574125166982412, -0.007623725105077028, -0.008147175423800945, -0.005103849805891514, -0.0067519498988986015, -0.0065308501943945885, -0.006608750205487013, -0.010306050069630146, -0.0034278500825166702, -0.007979774847626686, -0.0079799247905612, -0.00545785017311573, -0.006471974775195122, -0.006561224814504385, -0.00640165014192462, -0.010325225070118904, 0.0, 2185529.0]"
1285,1162057.20199465,"[0.012921259738504887, -6.194000161485747e-05, 0.04788623005151749, -0.012340519577264786, -0.000966419989708811, 0.006319960113614798, 0.04247910901904106, -0.014140279963612556, -0.011400749906897545, -0.020816799253225327, 0.008031940087676048, -0.013598980382084846, -0.0065251500345766544, -0.013543520122766495, 0.049882739782333374, 0.003546420019119978, -0.006086329929530621, 0.032917819917201996, -0.014611690305173397, -0.028554340824484825, -0.011279850266873837, -0.0068185399286448956, -0.012560119852423668, -0.027247140184044838, -0.017821069806814194, -0.014705820009112358, 0.06757847219705582, -0.013649409636855125, -0.0018148199887946248, -0.01522492989897728, 0.07708942890167236, 0.030512699857354164, -0.005363500211387873, -0.008045350201427937, -0.008109250105917454, -0.005138825159519911, -0.0065071252174675465, -0.0065664248540997505, -0.006464224774390459, -0.010465799830853939, -0.00456692511215806, -0.007610574830323458, -0.008132874965667725, -0.005107675213366747, -0.00674022501334548, -0.006517224945127964, -0.006597000174224377, -0.01029222458600998, -0.0034122499637305737, -0.007967974990606308, -0.007966049946844578, -0.0054514748044312, -0.006458300165832043, -0.006549275014549494, -0.006387549918144941, -0.010308600030839443, 0.0, 2185530.0]"
1286,1162057.203947775,"[0.03308995068073273, 0.007790570147335529, 0.05351893976330757, -0.004423779901117086, 0.013032009825110435, 0.015615180134773254, 0.048497069627046585, -0.009052690118551254, -0.01204301044344902, -0.020778000354766846, 0.012882090173661709, -0.011035430245101452, -0.005395960062742233, -0.010966029949486256, 0.053093619644641876, 0.009317710064351559, -0.005686710122972727, 0.03605363145470619, -0.012738940306007862, -0.02924134023487568, -0.010712049901485443, -0.0056171901524066925, -0.011086080223321915, -0.027414970099925995, -0.012184269726276398, -0.009295839816331863, 0.07178348302841187, -0.013338119722902775, 0.0035703699104487896, -0.006888640113174915, 0.08081647753715515, 0.034150380641222, -0.0053421747870743275, -0.00803377479314804, -0.008096899837255478, -0.0051224250346422195, -0.0065001752227544785, -0.006561649963259697, -0.006457224953919649, -0.010456600226461887, -0.0045521748252213, -0.007603275123983622, -0.008124724961817265, -0.00510045001283288, -0.006736250128597021, -0.006512800231575966, -0.0065905749797821045, -0.010281750001013279, -0.003383074887096882, -0.007959400303661823, -0.007955525070428848, -0.005449850112199783, -0.006453175097703934, -0.006540725007653236, -0.006382024846971035, -0.010294600389897823, 0.0, 2185531.0]"
1287,1162057.2059009,"[0.02848701924085617, 0.005067020189017057, 0.053062260150909424, -0.007079139817506075, 0.010051020421087742, 0.014030659571290016, 0.04821509122848511, -0.011861519888043404, -0.013038969598710537, -0.022516220808029175, 0.011676999740302563, -0.013400820083916187, -0.007888520136475563, -0.013399959541857243, 0.05249854177236557, 0.008414809592068195, -0.008283640258014202, 0.035104360431432724, -0.015234770253300667, -0.030242739245295525, -0.012923520058393478, -0.008182089775800705, -0.013676409609615803, -0.02897036075592041, -0.013431020081043243, -0.010639370419085026, 0.07161810994148254, -0.014816329814493656, 0.002762580057606101, -0.00809255987405777, 0.08060953766107559, 0.033613331615924835, -0.005315249785780907, -0.008021599613130093, -0.00808625016361475, -0.005112375132739544, -0.006495275069028139, -0.006554500199854374, -0.006449750158935785, -0.010442350059747696, -0.004534725099802017, -0.007595624774694443, -0.008119924925267696, -0.005090849939733744, -0.006730350200086832, -0.006506875157356262, -0.0065834252163767815, -0.010267275385558605, -0.0033693499863147736, -0.007952825166285038, -0.007949025370180607, -0.00544722517952323, -0.006447949912399054, -0.006533749867230654, -0.006376175209879875, -0.01028279960155487, 0.0, 2185532.0]"
1288,1162057.207854025,"[-0.0013617899967357516, -0.007959759794175625, 0.04541141912341118, -0.019857600331306458, -0.009583160281181335, -0.0001976000057766214, 0.04038405045866966, -0.02155984938144684, -0.013768710196018219, -0.02418961003422737, 0.0038387500680983067, -0.019135449081659317, -0.01168023981153965, -0.019348740577697754, 0.047733601182699203, 0.00018851000641006976, -0.011307570151984692, 0.02956634946167469, -0.020604439079761505, -0.03092568926513195, -0.015326909720897675, -0.012448280118405819, -0.01889158971607685, -0.030413199216127396, -0.02222868986427784, -0.01932200975716114, 0.06640350818634033, -0.016538560390472412, -0.004902880173176527, -0.019624119624495506, 0.07589317113161087, 0.028108859434723854, -0.005324374884366989, -0.008026274852454662, -0.008091599680483341, -0.005118525121361017, -0.006500749848783016, -0.006560625042766333, -0.006457350216805935, -0.01044469978660345, -0.004535074811428785, -0.007600899785757065, -0.008124150335788727, -0.005086274817585945, -0.006735399831086397, -0.0065126498229801655, -0.0065903752110898495, -0.010269975289702415, -0.003372174920514226, -0.007957074791193008, -0.00795342493802309, -0.005443225149065256, -0.006449750158935785, -0.006538224872201681, -0.006382150109857321, -0.010286199860274792, 0.0, 2185533.0]"
1289,1162057.20980715,"[-0.019848689436912537, -0.015275269746780396, 0.035707950592041016, -0.02653658017516136, -0.019701309502124786, -0.013460840098559856, 0.030300630256533623, -0.026297669857740402, -0.013670110143721104, -0.024424739181995392, -0.004581870045512915, -0.021548070013523102, -0.012737169861793518, -0.021936960518360138, 0.04212858900427818, -0.009561370126903057, -0.011904650367796421, 0.023055220022797585, -0.022914869710803032, -0.03076854906976223, -0.01576407067477703, -0.013823959976434708, -0.021250290796160698, -0.030604340136051178, -0.030454440042376518, -0.026844190433621407, 0.059660978615283966, -0.016961760818958282, -0.014177690260112286, -0.02818490006029606, 0.06986965239048004, 0.0210812296718359, -0.005351774860173464, -0.008036449551582336, -0.008101674728095531, -0.005117449909448624, -0.0065062749199569225, -0.006565450225025415, -0.006463650148361921, -0.010450650006532669, -0.004547774791717529, -0.007605474907904863, -0.00812822487205267, -0.005088550038635731, -0.006742725148797035, -0.006518474780023098, -0.00659692520275712, -0.010275674983859062, -0.003393300110474229, -0.00796355027705431, -0.007959449663758278, -0.005454049911350012, -0.006455575115978718, -0.006543150171637535, -0.0063876002095639706, -0.010292399674654007, 0.0, 2185534.0]"
1290,1162057.211760275,"[-0.022160010412335396, -0.015776999294757843, 0.029797889292240143, -0.026925230398774147, -0.020722750574350357, -0.016094239428639412, 0.024041080847382545, -0.026305679231882095, -0.012875120155513287, -0.023715350776910782, -0.007678329944610596, -0.021273259073495865, -0.012157909572124481, -0.021672699600458145, 0.03887398913502693, -0.015031630173325539, -0.011178639717400074, 0.019563449546694756, -0.022562989965081215, -0.029946770519018173, -0.01511193998157978, -0.01328624039888382, -0.020893510431051254, -0.029894260689616203, -0.03217694163322449, -0.02815726026892662, 0.05525203049182892, -0.01643335074186325, -0.01953209936618805, -0.029361899942159653, 0.06598357856273651, 0.01694880984723568, -0.005379574839025736, -0.00805172510445118, -0.00811775028705597, -0.005126425065100193, -0.006519149988889694, -0.006577175110578537, -0.006475300062447786, -0.010470975190401077, -0.004562275018543005, -0.007620024960488081, -0.008142850361764431, -0.005108174867928028, -0.0067583248019218445, -0.006532025057822466, -0.006607600022107363, -0.010295124724507332, -0.0034202749375253916, -0.007974649779498577, -0.007971350103616714, -0.005453525111079216, -0.0064711500890553, -0.006559600122272968, -0.006400174926966429, -0.010311724618077278, 0.0, 2185535.0]"
1291,1162057.2137134,"[-0.021279210224747658, -0.014816979877650738, 0.02968231961131096, -0.025974340736865997, -0.0198340006172657, -0.015255419537425041, 0.0237494595348835, -0.025235390290617943, -0.011936959810554981, -0.0227236095815897, -0.007025530096143484, -0.020325390622019768, -0.011129800230264664, -0.020684590563178062, 0.03891551122069359, -0.015024320222437382, -0.010091870091855526, 0.020218709483742714, -0.021498389542102814, -0.02899852953851223, -0.01414159033447504, -0.01221827045083046, -0.01973515935242176, -0.028904689475893974, -0.03144429996609688, -0.02738378942012787, 0.05473988130688667, -0.01555148046463728, -0.01943903975188732, -0.02871594950556755, 0.06557829678058624, 0.01719295047223568, -0.005389174912124872, -0.00805750023573637, -0.008123699575662613, -0.005135349929332733, -0.006521774921566248, -0.006577149964869022, -0.0064768497832119465, -0.010479174554347992, -0.004573774989694357, -0.007628700230270624, -0.008148799650371075, -0.005117650143802166, -0.0067617748863995075, -0.006534900050610304, -0.006609450094401836, -0.010302774608135223, -0.0034519750624895096, -0.007979899644851685, -0.007974974811077118, -0.005463175009936094, -0.006473899818956852, -0.00656394986435771, -0.006402050144970417, -0.010318025015294552, 0.0, 2185536.0]"
1292,1162057.215666525,"[-0.017593039199709892, -0.012632840313017368, 0.03528168052434921, -0.024034369736909866, -0.017524169757962227, -0.011551340110599995, 0.029459260404109955, -0.023244619369506836, -0.011340410448610783, -0.021882999688386917, -0.003139659995213151, -0.018916189670562744, -0.009884510189294815, -0.01912090927362442, 0.04230450838804245, -0.009637090377509594, -0.008845370262861252, 0.02461566962301731, -0.019836820662021637, -0.028420409187674522, -0.013202689588069916, -0.010773610323667526, -0.01779117062687874, -0.028089210391044617, -0.028873469680547714, -0.025016309693455696, 0.05847708135843277, -0.014742789790034294, -0.013975519686937332, -0.026908069849014282, 0.06891780346632004, 0.021591000258922577, -0.005392699968069792, -0.008062600158154964, -0.00812667515128851, -0.005143450107425451, -0.006521475035697222, -0.006581049878150225, -0.006478224880993366, -0.010485474951565266, -0.004575650207698345, -0.00763275008648634, -0.008151674643158913, -0.005105224903672934, -0.006763674784451723, -0.006537099834531546, -0.006611399818211794, -0.010309374891221523, -0.0034499249886721373, -0.007983525283634663, -0.007978550158441067, -0.0054616499692201614, -0.00647500017657876, -0.006564424838870764, -0.00640357518568635, -0.010324999690055847, 0.0, 2185537.0]"
1293,1162057.21761965,"[-0.0011875199852511287, -0.00554864015430212, 0.043648991733789444, -0.01778375916182995, -0.009154739789664745, -0.0006069900118745863, 0.038227979093790054, -0.01787446066737175, -0.011283989995718002, -0.021195609122514725, 0.004228360019624233, -0.015815310180187225, -0.007873790338635445, -0.015748759731650352, 0.04733598977327347, -0.0009309499873779714, -0.007002620026469231, 0.03036421909928322, -0.01659460924565792, -0.02840076945722103, -0.012036009691655636, -0.008259990252554417, -0.014415930025279522, -0.027498960494995117, -0.021937109529972076, -0.018619490787386894, 0.06458868831396103, -0.014053920283913612, -0.005744310095906258, -0.020431900396943092, 0.07431770861148834, 0.027725279331207275, -0.0053794002160429955, -0.008055324666202068, -0.008118749596178532, -0.00513580022379756, -0.00651382515206933, -0.006572274956852198, -0.0064704748801887035, -0.01047542504966259, -0.0045675248838961124, -0.00762184988707304, -0.008141400292515755, -0.005105975084006786, -0.006753900088369846, -0.006525024771690369, -0.006600425112992525, -0.010298799723386765, -0.0034312999341636896, -0.007971400395035744, -0.007972825318574905, -0.005464550107717514, -0.006466074846684933, -0.006553275045007467, -0.006395750213414431, -0.01031582523137331, 0.0, 2185538.0]"
1294,1162057.219572775,"[0.02468574047088623, 0.004405589774250984, 0.051004018634557724, -0.008007329888641834, 0.007019259966909885, 0.011530419811606407, 0.04604582116007805, -0.011015020310878754, -0.011719759553670883, -0.020713120698928833, 0.010874990373849869, -0.012113629840314388, -0.005887090228497982, -0.012006649747490883, 0.05161670967936516, 0.0067475601099431515, -0.005549190100282431, 0.03487643972039223, -0.01342746987938881, -0.02887002006173134, -0.010797720402479172, -0.006000109948217869, -0.011661959812045097, -0.02721438929438591, -0.014370029792189598, -0.011503759771585464, 0.07004933804273605, -0.013443529605865479, 0.0014018700458109379, -0.010305380448698997, 0.07915238291025162, 0.03273111954331398, -0.005357750225812197, -0.008044075220823288, -0.008107099682092667, -0.005137200001627207, -0.00650452496483922, -0.006564749870449305, -0.006463625002652407, -0.01046760007739067, -0.004556724801659584, -0.007611149922013283, -0.008130124770104885, -0.0051080998964607716, -0.006744099780917168, -0.006518550217151642, -0.006591599900275469, -0.010289549827575684, -0.003420674940571189, -0.007963900454342365, -0.007964150048792362, -0.005448350217193365, -0.00645870016887784, -0.006548999808728695, -0.006386824883520603, -0.0103042246773839, 0.0, 2185539.0]"
